178;141;252;230
182;146;259;231
185;153;263;229
188;161;269;227
189;167;275;224
191;173;279;222
191;176;283;222
192;175;285;223
191;173;285;225
190;168;286;230
189;165;287;237
187;161;287;243
187;157;285;247
186;156;284;252
187;153;282;257
186;154;276;264
183;155;269;268
181;153;260;270
180;150;250;271
178;148;240;266
179;143;230;261
181;137;219;255
186;134;209;247
190;133;199;237
197;134;188;229
201;138;179;218
208;145;170;206
212;157;163;193
218;169;157;180
221;184;157;164
224;199;157;155
229;214;160;146
235;227;164;144
242;241;167;144
251;253;170;148
262;268;175;154
273;279;181;163
285;286;186;172
298;294;193;181
312;299;199;189
320;298;207;198
337;301;215;208
349;298;223;220
362;293;232;231
374;283;241;243
385;273;251;255
395;260;262;265
404;246;274;274
410;232;286;282
414;217;301;290
415;201;314;291
417;188;327;293
415;175;343;293
412;164;353;290
407;153;365;287
401;145;378;279
395;141;387;269
387;137;396;262
380;135;404;250
372;137;409;236
364;143;413;226
354;151;415;215
347;162;415;200
337;176;415;192
327;193;412;181
318;210;407;174
306;230;400;171
295;247;393;169
283;261;388;169
272;275;382;171
259;287;372;178
248;294;361;187
234;298;347;200
220;296;335;217
204;289;319;231
190;276;308;245
175;260;292;256
165;238;278;267
156;218;264;275
150;196;251;281
150;177;236;283
150;156;222;280
156;138;210;272
162;126;197;262
170;117;187;247
180;113;177;232
189;116;168;214
200;118;162;196
208;127;158;176
216;138;158;158
220;149;158;142
223;165;163;127
225;182;166;115
226;196;169;109
227;213;176;104
230;231;180;106
235;248;185;111
243;264;190;120
255;283;196;133
271;297;201;149
290;307;207;166
314;314;214;184
332;314;221;205
356;308;231;223
374;297;244;241
391;280;259;254
403;259;271;267
414;234;292;276
418;207;312;284
417;182;333;283
411;158;353;278
401;136;371;269
389;119;386;255
378;109;399;239
363;107;407;222
349;109;412;206
337;117;413;189
325;131;414;174
317;148;411;160
309;169;404;151
302;192;398;143
299;213;389;139
292;237;378;138
286;257;367;141
278;273;357;145
266;288;347;153
252;298;339;166
235;305;332;181
217;304;324;195
199;300;314;214
183;288;303;231
167;272;291;245
157;252;275;258
149;228;261;264
144;202;243;269
142;179;229;271
143;159;215;269
147;136;202;263
153;120;187;251
163;110;175;237
175;103;165;221
186;104;156;206
197;113;149;185
205;125;144;164
209;140;143;145
214;159;144;127
217;176;148;113
215;196;152;102
213;212;158;92
208;226;166;88
204;236;174;87
200;243;185;90
201;248;192;92
208;250;198;95
222;250;197;96
242;249;189;99
265;242;180;106
287;229;170;120
303;210;166;141
315;188;170;171
318;164;185;204
314;142;210;233
303;125;241;253
285;117;276;266
267;118;312;272
253;128;339;262
239;146;363;248
233;169;381;229
232;197;388;206
240;225;387;184
254;250;377;164
270;267;364;151
284;278;351;145
294;283;339;143
297;283;334;143
294;281;337;144
287;275;346;147
277;269;357;153
265;260;370;160
253;250;381;171
244;235;388;184
236;220;390;201
233;203;384;222
235;185;372;238
244;167;355;256
256;154;332;265
274;143;312;270
291;138;288;271
311;137;266;267
328;143;247;258
342;152;232;246
352;162;220;233
358;175;211;215
360;187;208;201
361;196;206;187
359;203;206;176
357;207;208;168
356;208;207;162
353;209;206;160
352;211;206;158
351;212;206;157
349;212;205;154
347;213;204;152
344;215;205;146
340;218;207;136
335;222;213;126
328;225;220;112
320;227;230;100
311;229;241;91
302;230;252;82
293;230;263;78
286;230;271;75
279;229;280;72
273;230;286;73
267;228;293;73
260;228;300;76
252;227;310;78
241;222;324;86
232;215;337;96
222;206;351;109
